
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF18aczdetm,SN2018khg,12:56:47.00,+79:55:33.3,487.99,g,16.5986,-19.09,26.278,11.358,14.92,SN Ia,0.029,37.19942237,0.165
ZTF18acybdar,SN2018kku,11:44:20.01,+34:30:52.9,487.04,g,17.8315,-19.70,24.283,9.713,14.57,SN Ia,0.0713,73.8405918,0.055
ZTF18acynoro,SN2018klm,00:27:18.40,+03:36:44.1,482.69,r,18.1095,-19.17,>13.708,13.708,>0,SN Ia,0.064,-58.71238063,0.064
ZTF18aczbkqp,AT2018kle,03:20:22.03,+41:38:33.5,474.62,g,17.8669,-16.34,5.207,1.39,3.817,LBV,0.01250,-13.09360853,0.458
ZTF18aczqtpt,SN2018kwq,03:33:02.14,+25:35:58.3,483.64,g,18.234,-19.71,28.525,7.827,20.698,SN Ia,0.069,-24.46959172,0.458
ZTF18aczeesl,SN2018kmu,14:41:32.92,+48:12:14.3,481.03,g,16.2859,-18.24,25.028,9.026,16.002,SN Ia,0.018,59.991832,0.061
ZTF18adaadmh,SN2018kly,01:15:07.97,+01:30:05.3,487.67,g,17.5202,-19.13,23.585,7.603,15.982,SN Ia,0.047,-60.8072114,0.089
ZTF18aczemzj,SN2018ktx,14:37:33.44,+08:04:43.9,482.04,r,18.1416,-18.60,19.518,8.192,11.326,SN Ia,0.05,58.47952649,0.073
ZTF18aczqzrj,SN2018kva,08:35:16.20,+48:19:03.2,486.97,r,17.8137,-18.60,24.785,9.601,15.184,SN Ic,0.0429,36.84171579,0.084
ZTF18acyxnyw,SN2018kyt,12:27:56.24,+56:23:35.5,509.05,g,18.241,-20.18,44.247,27.836,16.411,SLSN-I,0.108,60.43330785,0.028
ZTF18adaslwa,SN2018kyi,07:07:09.51,+26:19:29.6,488.75,g,16.6173,-19.04,25.538,8.623,16.915,SN Ia,0.028,14.88541421,0.2
ZTF18adaykvg,SN2018kzr,08:28:53.45,+01:06:38.7,480.98,g,18.1378,-18.81,>5.522,4.522,>1,SN Ic,0.053,22.08049331,0.113
ZTF18adaylyq,SN2018lak,08:29:23.11,+26:30:58.2,493.98,r,18.2033,-19.01,29.99,13.059,16.931,SN Ia,0.06,32.25293195,0.155
ZTF18adbadqp,SN2018lbi,14:12:41.87,+18:43:33.6,488.01,g,18.4214,-19.38,32.825,13.086,19.739,SN Ia,0.08,69.52711829,0.07
ZTF18adalarn,SN2018las,10:59:52.22,+19:47:41.7,492.03,r,17.2884,-18.10,21.172,10.921,10.251,SN Ia-pec,0.027,63.44958831,0.066
ZTF18adbclkd,SN2018kpo,03:40:43.06,-06:25:23.9,506.72,r,17.322,-17.19,>60.743,27.793,>32.95,SN II,0.01749,-44.82438414,0.153
ZTF18adasisj,SN2018liq,04:50:27.99,+08:47:51.8,507.72,r,17.7742,-18.48,55.049,18.332,36.717,SN Ic,0.034,-21.91555568,0.505
ZTF18adbckox,SN2018lem,03:34:22.18,-01:35:24.0,493.69,g,17.4643,-19.50,28.299,13.127,15.172,SN Ia,0.05,-43.37643792,0.233
ZTF18abvmlow,SN2018lcd,01:51:10.65,-03:29:24.9,487.65,g,16.4338,-16.05,57.515,4.538,52.977,SN II,0.007,-62.38572354,0.079
ZTF18adbmrug,SN2018leh,04:05:03.30,+25:15:42.9,493.64,r,17.8258,-17.84,24.531,7.888,16.643,SN IIn,0.02396,-19.86086125,0.712
ZTF18adbntwo,SN2018les,03:34:18.13,+01:04:55.4,495.70,g,17.598,-19.36,22.08,8.492,13.588,SN Ia,0.04774,-41.74649832,0.311
ZTF18adbmbpa,SN2019B,00:13:02.46,+22:06:07.8,491.60,r,17.4469,-17.48,>28.903,10.843,>18.06,SN II,0.021,-39.90161821,0.17
ZTF19aaafica,SN2019be,13:00:14.51,+27:57:24.1,495.05,r,18.0145,-16.69,18.58,9.319,9.261,SN Ia-91bg,0.02,87.8800006,0.027
ZTF19aaairqh,SN2019bp,06:22:21.88,+29:19:22.3,505.63,r,16.8079,-18.79,25.124,15.96,9.164,SN Ia,0.022,7.18881965,0.857
ZTF19aabvfwn,SN2019jf,08:36:14.79,-05:21:02.1,506.96,g,17.6411,-18.76,30.175,13.167,17.008,SN Ia,0.04138,20.40979397,0.11
ZTF19aabyheu,SN2019kf,10:27:17.43,+26:31:59.1,510.78,r,16.1883,-18.66,23.911,14.24,9.671,SN Ia,0.021,57.94886311,0.072
ZTF19aabyuze,SN2019ro,11:59:34.01,+57:19:43.6,509.04,g,16.7019,-19.73,23.899,10.804,13.095,SN Ia,0.043,58.43192758,0.069
ZTF19aabmybj,SN2019on,08:59:45.94,+47:49:34.0,503.01,r,17.111,-19.14,24.49,9.229,15.261,SN Ia,0.04,40.94231765,0.067
ZTF19aacgslb,SN2019np,10:29:21.97,+29:30:38.3,508.01,g,13.4112,-18.09,23.874,6.023,17.851,SN Ia,0.00452,58.76230866,0.055
ZTF19aabyppp,SN2019kg,11:42:45.74,+21:42:53.3,511.88,r,16.6968,-19.38,22.859,11.548,11.311,SN Ia,0.037,73.47491523,0.062
ZTF19aacijie,SN2019qb,09:35:27.78,+53:46:12.6,502.94,g,18.0736,-19.09,18.518,8.071,10.447,SN Ia,0.061,45.47593393,0.034
ZTF19aacilht,SN2019qo,12:18:54.89,+05:14:56.8,502.96,g,18.4561,-19.21,22.002,5.381,16.621,SN Ia,0.076,66.78946581,0.053
ZTF19aacxrzt,SN2019qe,09:34:21.71,+14:29:17.8,507.78,r,18.4385,-19.15,>27.838,11.898,>15.94,SN Ia,0.073,42.55802852,0.089
ZTF19aadgimr,SN2019qt,14:59:10.65,+43:49:11.6,527.01,r,16.3072,-19.63,57.754,27.719,30.035,SN IIn,0.035,59.3926789,0.046
ZTF19aacivvy,SN2019pe,16:01:21.05,+15:26:39.8,502.98,g,16.5797,-19.12,24.891,11.75,13.141,SN Ia,0.03,44.52543055,0.111
ZTF19aadnhdo,SN2019us,07:29:08.58,+51:00:44.6,509.76,r,18.2507,-17.43,24.086,9.56,14.526,SN Ic,0.02981,26.49599137,0.157
ZTF19aadnwvc,AT2019ye,13:58:03.42,+20:38:10.5,510.04,g,18.2339,-19.50,24.009,7.919,16.09,SN Ia,0.077,73.46523134,0.087
ZTF19aadnxat,SN2019vu,14:02:19.89,+59:25:12.3,511.95,g,16.4897,-19.27,35.124,8.205,26.919,SN Ia,0.03208,55.47203018,0.043
ZTF19aadnxog,SN2019vb,13:14:23.07,+30:29:06.6,523.03,r,16.6877,-18.04,56.213,19.629,36.584,SN IIP,0.02014,83.95703604,0.038
ZTF19aadnxbh,SN2019uo,12:02:36.60,+41:03:41.9,505.95,g,16.8874,-17.88,13.584,3.641,9.943,SN Ibn,0.02045,72.82443043,0.035
ZTF19aadoocn,SN2019xa,11:56:28.23,+20:00:38.8,510.03,g,16.9668,-19.39,22.565,7.148,15.417,SN Ia,0.04121,75.54797465,0.083
ZTF19aadpqnb,SN2019rn,02:17:59.61,+14:32:00.3,511.66,g,16.9367,-17.17,27.594,8.95,18.644,SN IIb,0.013,-43.34327938,0.309
ZTF19aadolpe,SN2019yb,11:00:37.88,+30:30:45.4,522.92,g,17.7236,-19.23,28.359,16.796,11.563,SN Ia,0.055,65.55696086,0.05
ZTF19aadooun,SN2019zg,12:55:42.30,+46:46:53.1,511.95,g,17.4627,-19.28,38.807,6.877,31.93,SN Ia,0.05010,70.32901829,0.045
ZTF19aaadwfi,SN2018lnb,10:38:32.75,+48:16:31.1,538.78,g,18.2381,-21.79,71.728,34.302,37.426,SLSN-II,0.222,56.70321111,0.036
ZTF18aadmssd,SN2019rz,06:50:25.81,+43:03:11.6,504.76,r,16.5088,-18.30,16.348,2.426,13.922,SN IIn,0.01885,17.96474538,0.31
ZTF19aadtqcd,SN2019aai,16:32:20.74,+19:50:24.4,523.05,r,17.9792,-14.85,44.234,27.206,17.028,SN II,0.008,39.21378114,0.172
ZTF19aaeflme,SN2019abv,03:25:42.71,+41:14:29.8,514.62,r,18.0315,-18.60,30.155,7.316,22.839,SN Ia,0.04,-12.86362539,0.526
ZTF18aaermez,SN2019abh,10:12:42.89,+39:22:26.0,514.91,r,17.3285,-17.67,24.413,4.469,19.944,SN Ia,0.02284,54.95945207,0.039
ZTF19aadyppr,AT2019abn,13:29:42.40,+47:11:16.6,534.96,r,16.6115,-12.51,53.574,17,36.574,ILRT,0.0015,68.57936201,0.097
ZTF19aaeicsm,SN2019aba,07:43:15.38,+09:32:11.7,522.73,r,18.0951,-19.14,27.075,14.415,12.66,SN Ia,0.062,15.80158987,0.092
ZTF19aaeoqkk,SN2019abg,14:56:11.08,+33:28:05.1,523.02,g,18.2944,-19.18,31.184,15.346,15.838,SN Ia,0.07,62.44826759,0.046
ZTF19aadyijk,SN2019aev,12:56:18.13,+18:47:07.4,513.96,r,18.1955,-19.13,32.64,6.118,26.522,SN Ia,0.065,81.58243661,0.079
ZTF19aadnmgf,SN2019bly,09:39:28.25,+22:09:43.4,513.88,g,18.0998,-19.71,35.04,7.795,27.245,SN Ia,0.08,46.35418329,0.076
ZTF19aaeoqst,SN2019agi,16:22:43.99,+24:01:09.6,527.03,r,18.4625,-18.76,60.073,23.347,36.726,SN Ia-CSM,0.06,42.59638942,0.169
ZTF19aafljiq,SN2019afz,11:27:25.61,+19:23:52.1,606.74,r,17.7108,-20.67,122.063,64.224,57.839,SLSN-II,0.106,69.25078927,0.049
ZTF19aafmfxg,SN2019ahr,10:51:48.63,+08:50:27.5,526.92,g,16.9352,-19.93,21.22,6.324,14.896,SN Ia-91T,0.052,56.34507394,0.08
ZTF19aafnfyc,SN2019agr,14:37:34.07,+22:43:44.8,522.97,g,18.1534,-19.66,27.158,10.727,16.431,SN Ia,0.08,65.58850688,0.082
ZTF19aagmpeq,SN2019akf,11:58:42.84,+52:05:41.9,526.95,g,17.86,-19.13,19.969,6.762,13.207,SN Ia,0.056,63.14455267,0.048
ZTF19aagmsrr,SN2019aik,10:37:38.38,+37:27:29.5,526.93,g,15.8479,-19.21,22.964,5.207,17.757,SN Ia,0.023,60.08658204,0.061
ZTF19aahjhoy,SN2019arb,12:19:31.22,+49:48:50.9,523.04,r,16.5627,-17.33,12.481,4.071,8.41,SN Ia,0.01369,66.50200873,0.045
ZTF19aafmyow,SN2019bjv,16:25:38.64,+47:26:14.1,539.01,r,16.9621,-18.35,40.642,19.202,21.44,SN Ic,0.0265,43.90706068,0.024
ZTF19aailcgs,SN2019ape,10:51:42.54,+18:28:52.6,540.76,r,18.3422,-16.45,36.949,22.422,14.527,SN Ic,0.02031,61.16902632,0.098
ZTF19aailepg,SN2019amt,11:17:52.25,+30:09:23.5,534.87,r,18.16,-17.43,71.702,16.322,55.38,SN II,0.02981,69.28593171,0.047
ZTF19aaillan,SN2019arf,13:26:07.23,+15:43:31.4,526.95,g,17.8706,-19.62,27.718,5.615,22.103,SN Ia,0.07,76.04139486,0.06
ZTF19aafmhcl,SN2019ano,08:49:20.65,+11:11:56.6,526.71,r,17.928,-19.51,29.819,7.593,22.226,SN Ia,0.068,31.20867913,0.09
ZTF19aaekvhn,SN2019bac,09:07:23.08,+75:46:52.0,523.70,r,18.19,-18.97,22.109,10.63,11.479,SN Ia,0.061,34.34787564,0.046
ZTF19aahsnmq,SN2019aux,07:24:24.66,+42:03:59.8,538.79,g,17.8682,-19.51,29.714,12.369,17.345,SN Ia,0.06,23.59295336,0.248
ZTF19aailexm,SN2019avi,10:01:32.02,+39:15:34.6,526.93,g,17.896,-19.33,>19.761,4.931,>14.83,SN Ia,0.063,52.82750479,0.032
ZTF19aailqli,SN2019avp,13:21:19.45,+52:46:42.7,538.99,r,17.7881,-19.26,33.569,13.095,20.474,SN Ia,0.058,63.75136129,0.043
ZTF19aailteb,SN2019ana,15:17:56.56,+37:06:50.3,526.97,g,18.2582,-19.46,22.667,8.394,14.273,SN Ia,0.078,57.64155884,0.045
ZTF19aailuvj,SN2019awc,15:27:30.18,+28:41:57.8,539.02,g,18.1587,-19.38,27.381,12,15.381,SN Ia,0.071,55.6405749,0.066
ZTF19aajxhwa,SN2019aup,05:13:19.07,+08:11:36.7,538.65,r,17.3314,-18.97,22.232,6.869,15.363,SN Ia,0.033,-17.50193656,0.639
ZTF19aakiwxx,SN2019avx,13:16:16.24,+62:32:51.4,538.92,g,17.329,-19.18,20.379,9.295,11.084,SN Ia,0.045,54.34357123,0.051
ZTF19aakiyly,SN2019avy,14:31:20.85,+23:25:20.2,541.92,g,18.0235,-19.51,24.526,9.507,15.019,SN Ia,0.07,67.15092051,0.087
ZTF19aakjcxs,SN2019aqn,15:33:36.04,+01:23:36.2,541.02,r,17.1729,-19.02,28.272,13.849,14.423,SN II,0.038,43.41125378,0.132
ZTF17aaazdba,AT2019azh,08:13:16.95,+22:38:53.9,561.73,g,15.2769,-19.76,66.42,24.318,42.102,TDE,0.022,27.56233584,0.122
ZTF19aaezwmr,SN2019anw,06:48:08.47,+17:29:41.6,526.71,r,17.996,-19.58,29.46,8.945,20.515,SN Ia,0.064,7.17330521,0.416
ZTF19aajxwnz,SN2019bek,06:17:30.45,+62:29:27.9,547.67,r,15.2395,-19.21,27.28,12.756,14.524,SN Ia,0.015,20.10824991,0.478
ZTF19aakljys,SN2019aze,12:05:47.47,+37:49:43.1,538.85,r,17.8087,-18.63,18.159,6.7,11.459,SN Ia,0.04396,75.6304128,0.05
ZTF19aaklbok,SN2019baj,07:26:00.20,+40:00:35.3,538.79,g,18.3849,-19.51,24.499,6.597,17.902,SN Ia,0.08,23.30232857,0.144
ZTF19aaklquv,SN2019bak,10:13:31.88,+29:33:06.1,538.78,g,17.5027,-19.22,19.499,6.235,13.264,SN Ia,0.0486,55.3354838,0.08
ZTF19aaknate,SN2019bao,10:29:18.52,+06:07:21.8,559.71,r,17.0787,-16.53,30.996,17.961,13.035,SN IIb,0.01188,50.24311857,0.079
ZTF19aakpcuw,SN2019bgl,17:22:03.03,+59:06:53.3,542.03,r,18.0318,-17.74,22.302,7.849,14.453,SN Ib/c,0.032,34.40409368,0.076
ZTF19aajwdqt,SN2019bhe,12:03:46.07,-08:03:57.1,539.81,r,18.2976,-19.75,29.9,9.105,20.795,SN Ia,0.088,52.95951082,0.143
ZTF19aakzwao,SN2019bkh,13:08:57.37,+28:16:52.5,559.85,g,16.1039,-18.55,25.552,12.601,12.951,SN Ia,0.01951,85.9551227,0.028
ZTF19aalbrgu,SN2019cmv,18:57:52.99,+45:35:23.9,581.02,r,17.8658,-20.41,>70.86,>13.01,57.85,SLSN-II,0.097,17.9520937,0.16
ZTF19aakocxy,SN2019beo,07:36:25.35,+72:13:04.0,538.83,g,18.474,-18.94,>18.836,15.916,>2.92,SN Ia,0.067,29.15728998,0.074
ZTF19aalcyfd,SN2019bic,09:31:37.64,+41:19:19.4,556.89,g,16.6685,-19.31,22.688,12.436,10.252,SN Ia,0.03518,46.98190159,0.052
ZTF19aacjbsj,SN2018lmy,18:24:27.77,+46:37:09.5,575.97,r,17.0831,-19.81,>217.235,>82.91,134.325,SN IIn,0.052,23.77814908,0.143
ZTF19aaljcsu,SN2019bgn,08:18:34.00,-02:18:50.0,556.69,r,18.155,-18.72,31.41,20.454,10.956,SN Ia,0.05,18.15426967,0.228
ZTF19aalouag,SN2019buy,11:44:16.31,+55:06:01.9,587.77,r,18.2424,-18.68,66.053,35.194,30.859,SN Ib,0.0549,59.48146887,0.037
ZTF19aakthjl,SN2019bnu,13:22:04.23,+22:16:11.2,547.86,g,18.3719,-18.81,24.207,9.694,14.513,SN Ia,0.06075,81.51748604,0.057
ZTF19aaloqmd,SN2019boh,13:16:06.10,+26:40:09.5,559.79,r,18.2833,-17.55,34.977,13.966,21.011,SN II,0.0335,84.4826291,0.033
ZTF19aamaeve,SN2019btg,16:06:23.69,+27:23:29.7,556.98,g,18.2164,-19.40,29.692,10.754,18.938,SN Ia,0.072,46.96314417,0.111
ZTF19aaluprf,SN2019btt,08:27:15.90,-00:12:30.5,559.65,g,18.1008,-20.03,19.007,7.463,11.544,SN Ia,0.09,21.08264684,0.128
ZTF19aalveag,SN2019bpf,12:21:41.25,+31:42:31.7,559.82,g,18.0973,-18.65,21.649,8.658,12.991,SN Ia,0.05,82.06939973,0.054
ZTF19aalzmio,SN2019bpe,14:08:44.46,+29:03:02.0,559.86,g,17.8314,-19.81,26.545,5.517,21.028,SN Ia,0.075,72.86200987,0.053
ZTF19aamfxby,SN2019bua,07:53:32.24,+65:25:00.9,575.72,r,18.073,-19.44,27.995,18.988,9.007,SN Ia-91T,0.07,30.91422823,0.11
ZTF19aamgokq,SN2019bvq,09:58:18.53,+05:11:40.5,567.71,g,18.4682,-19.37,23.518,13.567,9.951,SN Ia,0.08,43.35535574,0.102
ZTF19aamhhae,SN2019buj,14:10:43.48,+54:36:50.4,567.91,g,17.4045,-18.84,26.738,7.789,18.949,SN Ia,0.04,58.93609783,0.04
ZTF19aamhhey,SN2019bum,14:49:47.77,+54:48:46.9,567.91,g,17.1462,-19.34,26.37,10.425,15.945,SN Ia,0.045,54.94838178,0.03
ZTF19aamhhgu,SN2019bxh,14:51:53.09,+55:24:27.4,567.90,g,17.4964,-18.63,19.34,6.348,12.992,SN Ia,0.0382,54.33716618,0.03
ZTF19aamjvie,SN2019bsp,09:25:26.82,+58:18:51.1,567.70,g,16.9521,-19.45,24.225,10.54,13.685,SN Ia,0.042,42.76884031,0.087
ZTF19aammewd,SN2019brd,10:03:07.21,+03:21:06.0,556.71,r,17.9839,-19.07,>5.004,5.004,>0,SN Ia,0.058,43.32160283,0.055
ZTF19aamkmxv,SN2019bxq,16:57:58.51,+78:36:13.6,573.92,r,16.5433,-17.47,57.248,13.342,43.906,SN IIn,0.014,32.04225212,0.137
ZTF19aamhgwm,SN2019bvs,13:25:49.16,+34:29:21.9,572.86,r,18.0786,-17.80,43.756,16.67,27.086,SN II,0.03422,79.58361236,0.032
ZTF19aalzmmt,SN2019bky,15:05:37.64,+21:22:28.0,560.79,g,17.9306,-19.37,28.572,16.933,11.639,SN Ia-91T,0.061,58.97169256,0.149
ZTF19aamgghn,SN2019bwi,09:25:25.02,+65:28:02.9,572.72,r,17.9229,-17.86,23.984,12.969,11.015,SN Ib,0.02968,40.15325279,0.289
ZTF19aamhlnl,SN2019bye,15:43:22.83,+15:31:46.9,568.90,g,18.4833,-19.23,25.022,10.086,14.936,SN Ia,0.076,48.53532925,0.086
ZTF19aamhqej,SN2019bvt,18:28:48.43,+50:22:23.4,573.01,g,15.4052,-19.10,21.52,10.257,11.263,SN Ia,0.0169,24.02698859,0.158
ZTF19aamkywr,SN2019byw,17:05:08.58,+07:59:26.0,568.94,g,17.0073,-18.86,>21.671,>10.96,10.711,SN Ia,0.03034,27.23602201,0.236
ZTF19aamljom,SN2019cbc,18:06:09.16,+65:20:46.8,568.93,g,16.1006,-18.74,38.912,10.903,28.009,SN II,0.02,29.16331278,0.131
ZTF19aampqcq,SN2019bwm,06:51:18.43,+49:53:00.9,572.66,g,16.1205,-18.84,26.036,9.823,16.213,SN Ia,0.0195,20.38840966,0.28
ZTF19aamvape,SN2019cjx,15:35:14.61,+15:18:31.6,580.98,r,17.7307,-17.94,28.522,12.651,15.871,SN II,0.03,50.23871888,0.135
ZTF19aamowaf,SN2019asz,15:01:25.09,-13:47:28.5,569.88,r,17.9626,-17.47,63.412,11.981,51.431,SN II,0.025,38.3387074,0.32
ZTF19aamqlyl,SN2019bzl,12:37:11.42,-17:45:28.4,568.81,r,16.6542,-19.01,24.355,7.791,16.564,SN Ia,0.03,44.98099973,0.116
ZTF19aamsetj,SN2019cad,09:08:42.97,+44:48:46.0,593.83,r,17.368,-18.05,17.634,6.805,10.829,SN Ic,0.02751,42.63656237,0.048
ZTF19aanbfaw,SN2019cae,08:25:02.93,+41:03:05.6,575.70,g,17.9467,-19.29,27.264,11.311,15.953,SN Ia,0.06,34.47461623,0.129
ZTF18aahtjsc,SN2019cdd,11:16:49.23,+46:54:39.6,575.74,r,18.0957,-18.75,>19.975,7.985,>11.99,SN Ia,0.0529,62.86097161,0.047
ZTF19aamgttu,SN2019bue,09:02:34.78,+14:31:28.2,567.69,g,16.8443,-18.91,19.975,6.004,13.971,SN Ia,0.0308,35.51249126,0.113
ZTF19aanbojt,SN2018lqj,10:10:49.67,+54:12:53.4,572.70,g,17.453,-19.17,20.98,8.502,12.478,SN Ia,0.048,50.14543297,0.025
ZTF19aanejfr,SN2019ces,08:30:30.11,+15:48:42.8,575.70,g,17.08,-19.36,23.979,8.037,15.942,SN Ia,0.0428,28.8794114,0.083
ZTF19aanesgt,SN2019cdt,08:17:53.93,+65:28:46.5,587.66,r,18.4521,-20.83,29.479,19.546,9.933,SLSN-I,0.153,33.43033161,0.146
ZTF19aanfnvl,SN2019crk,10:10:31.69,+10:02:37.0,594.65,r,18.1435,-17.64,>44.471,30.431,>14.04,SN II,0.03167,48.46958764,0.119
ZTF19aanfukh,SN2019cda,10:44:49.83,+06:36:04.3,575.73,r,18.0801,-17.38,21.644,10.714,10.93,SN Ic,0.02765,53.61032931,0.085
ZTF19aangier,SN2019cea,12:54:59.58,+52:13:48.6,575.81,g,17.7907,-19.35,25.676,11.266,14.41,SN Ia,0.0604,64.8893608,0.035
ZTF19aanhgqg,SN2019cdc,14:08:49.14,+35:36:51.3,575.86,r,17.031,-18.39,18.18,7.172,11.008,SN Ia-91bg,0.02777,71.47810752,0.036
ZTF19aanhhal,SN2019cec,13:41:40.74,+55:40:10.7,583.81,r,18.1326,-17.14,63.023,19.785,43.238,SN II,0.02597,60.0499957,0.026
ZTF19aanhlxe,SN2019ced,13:46:39.47,+23:23:58.2,575.82,g,18.2395,-19.20,30.899,13.328,17.571,SN Ia,0.069,76.9793006,0.04
ZTF19aanhlzi,SN2019cee,13:32:08.37,+10:26:17.4,580.82,r,18.0278,-18.91,28.624,15.046,13.578,SN Ia,0.0544,70.75287081,0.087
ZTF19aaniore,SN2019ceg,16:27:51.64,+62:41:32.5,586.85,r,18.4843,-17.15,71.112,18.501,52.611,SN II,0.03,40.13210061,0.088
ZTF19aanesxt,SN2019cmh,10:34:39.30,+53:58:22.4,575.77,g,17.424,-19.22,25.797,6.892,18.905,SN Ia,0.048,53.29662087,0.042
ZTF19aanjjhk,SN2019cew,10:15:05.99,-18:43:09.8,573.72,g,18.2357,-19.38,34.51,9.945,24.565,SN Ia,0.07,30.52668317,0.162
ZTF19aanjlwx,SN2019cex,10:04:15.55,-08:02:11.7,573.72,g,17.6213,-19.22,30.952,10.601,20.351,SN Ia,0.05,36.3882217,0.133
ZTF19aanlekq,SN2019cct,15:31:21.06,+35:59:02.5,572.95,r,18.0948,-17.96,25.784,6.375,19.409,SN II,0.03677,55.06178395,0.053
ZTF19aanmeyw,SN2019cjq,16:17:27.52,+00:59:12.1,577.94,r,18.2983,-18.97,35.402,15.443,19.959,SN Ia,0.06,34.17609938,0.225
ZTF19aanirdx,SN2019cmx,16:55:00.58,+58:55:22.6,580.95,g,18.4854,-19.59,27.722,11.746,15.976,SN Ia,0.092,37.88039965,0.044
ZTF19aanpcep,SN2019cmy,15:08:50.84,+40:42:49.4,575.85,g,17.9029,-17.81,21.651,4.66,16.991,SN II,0.0314,58.6892734,0.038
ZTF19aanetjx,SN2019crd,10:37:10.34,+25:54:12.7,580.70,g,17.9929,-18.90,20.774,8.954,11.82,SN Ia,0.0531,60.02841327,0.065
ZTF19aaneugz,SN2019cre,10:32:01.21,+18:09:38.2,574.71,r,17.915,-19.03,20.338,3.92,16.418,SN Ia,0.0545,56.72767064,0.081
ZTF19aaniqrr,AT2019cmw,18:48:39.47,+51:00:48.7,608.93,g,18.4744,-23.59,65.502,41.516,23.986,other,0.519,21.17563167,0.139
ZTF19aanircs,SN2019cnb,16:23:55.46,+53:24:12.4,583.91,g,17.8176,-19.32,33.18,11.146,22.034,SN Ia,0.06,43.19688869,0.048
ZTF19aanramr,SN2019cmj,10:24:49.70,+44:02:06.5,586.70,r,17.6137,-18.89,24.512,10.321,14.191,SN Ia,0.04529,56.12622546,0.047
ZTF19aanrrqu,SN2019clp,12:13:39.83,+16:07:24.4,580.85,r,17.1262,-18.01,26.268,9.343,16.925,SN II,0.02377,75.93581778,0.103
ZTF19aansyyn,SN2019cmz,14:46:51.19,+37:47:24.2,583.86,g,18.0766,-19.61,32.849,9.858,22.991,SN Ia,0.078,63.56270271,0.023
ZTF19aanuhox,SN2019cqd,17:19:17.32,+48:46:20.4,584.96,g,17.7927,-19.37,27.437,8.532,18.905,SN Ia,0.06,34.92341753,0.069
ZTF19aanuipj,SN2019cqe,18:18:33.35,+58:02:18.2,584.97,g,18.0419,-19.17,21.162,9.192,11.97,SN Ia,0.06,27.01487473,0.108
ZTF19aamrais,SN2019cqc,18:21:43.05,+30:59:33.5,608.89,r,18.4655,-20.37,>82.897,>40.88,42.017,SLSN-II,0.1173,19.47891579,0.32
ZTF19aanijpu,SN2019cri,13:54:02.72,+14:43:47.0,616.80,r,17.4986,-19.24,68.866,35.939,32.927,SN Ic,0.05,70.86699239,0.067
ZTF19aanonjt,SN2019cpe,09:50:12.95,-14:01:39.6,584.73,g,17.5034,-19.52,26.319,8.721,17.598,SN Ia,0.054,29.78574287,0.14
ZTF19aanxgrz,SN2019cnu,17:55:50.07,+62:36:45.6,584.91,r,17.0896,-18.34,20.965,8.959,12.006,SN Ia,0.02708,30.21413117,0.111
ZTF19aanxosu,SN2019dat,15:55:58.38,+36:42:23.9,592.95,g,18.2823,-19.50,27.163,12.549,14.614,SN Ia,0.08,50.08480575,0.056
ZTF19aaobwpx,SN2019czy,15:35:38.48,+35:00:42.2,592.95,g,17.7426,-19.01,27.86,12.841,15.019,SN Ia,0.05,54.22570907,0.056
ZTF19aanuuen,SN2019crr,15:51:21.16,+08:16:17.2,586.88,r,18.3003,-19.21,24.692,13.642,11.05,SN Ia,0.0701,43.51949184,0.099
ZTF19aaokist,SN2019dac,15:02:38.60,+10:56:35.3,586.90,g,18.1785,-19.50,27.379,7.403,19.976,SN Ia,0.07459,55.18917546,0.098
ZTF19aaomkvl,SN2019crp,16:04:30.05,+17:28:14.9,586.88,r,17.7958,-18.49,27.132,7.075,20.057,SN Ia,0.03961,44.5885485,0.139
ZTF19aaojnrx,SN2019cyz,13:18:40.10,+01:54:50.8,586.83,r,18.1055,-18.68,24.082,8.101,15.981,SN Ia,0.0508,63.95511839,0.077
ZTF19aaoyjoz,SN2019cxe,12:00:55.34,+10:34:36.0,596.75,r,18.2083,-18.99,26.393,14.403,11.99,SN Ia,0.0615,69.61897184,0.072
ZTF19aapadxs,SN2019daf,13:47:48.15,+72:03:00.3,592.76,r,18.2407,-17.71,19.624,11.866,7.758,SN IIb,0.035,44.41249972,0.06
ZTF19aapafit,SN2019cvz,16:30:54.08,+46:35:18.4,605.89,r,17.6661,-16.88,106.063,27.255,78.808,SN II,0.01860,43.09685464,0.036
ZTF19aapafqd,SN2019dvw,15:59:46.60,+37:02:01.3,632.80,r,18.3289,-17.43,71.824,31.823,40.001,SN II,0.0321,49.32317609,0.051
ZTF19aaoyech,SN2019cya,12:30:21.70,+25:38:01.8,592.69,g,18.2369,-18.91,23.982,9.816,14.166,SN Ia,0.06,85.04930411,0.053
ZTF19aaozpew,SN2019cxg,13:48:08.99,+30:49:54.2,592.92,g,17.1258,-20.02,25.431,8.366,17.065,SN Ia,0.06,77.06731322,0.049
ZTF19aapbgty,SN2019deg,17:12:35.65,+64:27:22.0,592.99,g,18.4338,-19.24,24.647,10.131,14.516,SN Ia,0.075,34.87906004,0.078
ZTF19aapcvxi,SN2019dag,09:28:01.46,+04:00:43.4,584.73,g,18.389,-18.84,23.235,4.679,18.556,SN Ia,0.06,36.3263163,0.123
