ZTF_Name,Version,subject_ids,Ia,Ia-norm,Ia-91T,Ia-91bg,Ia-csm,Ia-02cx,Ia-03fg,Ib,Ib-norm,IIb,Ibn,Ic,Ic-norm,Ic-BL,Ic-SLSN,II,II-norm,IIn,NotSN,AGN,Gal,LBV,M-star,QSO,C-star,TDE,NoMatch,rlap,z,Class,redshift,col4,col5,col6,col7,col9
ZTF19accdehb,ZTF19accdehb_20191006_P60_v2.ascii,53630679,0,1,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0.4287,Ia,0.01999,,2458762.5,2460140.55,-1378.05,0
ZTF19accedxz,ZTF19accedxz_20191005_P200_v1.ascii,53630681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,19.72,0.0385,NaN,0.03866,0.03866,2458761.5,2458763.76,-2.26,2
ZTF19accedxz,ZTF19accedxz_20191012_P60_v1.ascii,53630683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,12.54,0.0387,NaN,0.03866,0.03866,2458768.5,2458763.76,4.74,2
ZTF19accedxz,ZTF19accedxz_20191027_Keck1_v2.ascii,53630688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,34.72,0.0387,NaN,0.03866,0.03866,2458783.5,2458763.76,19.74,2
ZTF19accedxz,ZTF19accedxz_20191027_Keck1_v3.ascii,53630690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,34.9,0.0387,NaN,0.03866,0.03866,2458783.5,2458763.76,19.74,2
ZTF19acchaza,ZTF19acchaza_20191007_P60_v1.ascii,53630691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,7.59,0.0324,II,0.035,,2458763.5,2460151.49,-1387.99,0
ZTF19acchaza,ZTF19acchaza_20191012_P60_v1.ascii,53630694,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,4.95,0.0331,II,0.035,,2458768.5,2460151.49,-1382.99,0
ZTF19acchaza,ZTF19acchaza_20191012_P60_v2.ascii,53630698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,7.21,0.0335,II,0.035,,2458768.5,2460151.49,-1382.99,0
ZTF19acchaza,ZTF19acchaza_20191016_LT_v1.ascii,53630701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,6.41,0.0335,II,0.035,,2458772.5,2460151.49,-1378.99,0
ZTF19acchaza,ZTF19acchaza_20191018_P60_v1.ascii,53630706,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97,0.4827,II,0.035,,2458774.5,2460151.49,-1376.99,0
ZTF19acchaza,ZTF19acchaza_20191024_P200_v1.ascii,53630708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10.77,0.0326,II,0.035,,2458780.5,2460151.49,-1370.99,0
ZTF19acchink,ZTF19acchink_20191016_P60_v1.ascii,53630711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8.43,0.3373,Ia,0.08598,,2458772.5,2460157.22,-1384.72,0
ZTF19acchink,ZTF19acchink_20191017_P60_v1.ascii,53630718,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0.0927,Ia,0.08598,,2458773.5,2460157.22,-1383.72,0
ZTF19acchjle,ZTF19acchjle_20191005_P200_v1.ascii,53630721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,5.13,0.4204,Ia-91T,0.07,,2458761.5,2460157.41,-1395.91,0
ZTF19acchjle,ZTF19acchjle_20191008_P60_v1.ascii,53630725,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0.9306,Ia-91T,0.07,,2458764.5,2460157.41,-1392.91,0
ZTF19acchjle,ZTF19acchjle_20191010_P60_v1.ascii,53630727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4.56,0.9334,Ia-91T,0.07,,2458766.5,2460157.41,-1390.91,0
ZTF19acchjle,ZTF19acchjle_20191012_P60_v1.ascii,53630730,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0.8436,Ia-91T,0.07,,2458768.5,2460157.41,-1388.91,0
ZTF19acchjle,ZTF19acchjle_20191020_P60_v1.ascii,53630732,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93,1.1217,Ia-91T,0.07,,2458776.5,2460157.41,-1380.91,0
ZTF19acchjle,ZTF19acchjle_20191020_P60_v2.ascii,53630735,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.33,0.2151,Ia-91T,0.07,,2458776.5,2460157.41,-1380.91,0
ZTF19acchjle,ZTF19acchjle_20191104_APO_v1.ascii,53630737,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,0.0697,Ia-91T,0.07,,2458791.5,2460157.41,-1365.91,0
ZTF19acchqbr,ZTF19acchqbr_20191006_P200_v1.ascii,53630742,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,0.1251,Ib/c,0.01909,0.01909,2458762.5,2458750.98,11.52,2
ZTF19acchtyp,ZTF19acchtyp_20191010_P60_v1.ascii,53630743,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0.3795,Ia,0.06,,2458766.5,2460157.4,-1390.9,0
ZTF19acchtyp,ZTF19acchtyp_20191021_P60_v1.ascii,53630745,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35,0.0688,Ia,0.06,,2458777.5,2460157.4,-1379.9,0
ZTF19acchtyp,ZTF19acchtyp_20191021_P60_v2.ascii,53630748,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,0.0625,Ia,0.06,,2458777.5,2460157.4,-1379.9,0
ZTF19accibkt,ZTF19accibkt_20191004_P60_v1.ascii,53630752,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,4.5,0.6899,Ia-91T,0.04606,0.04606,2458760.5,2458774.75,-14.25,2
ZTF19accibkt,ZTF19accibkt_20191005_P200_v1.ascii,53630755,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,0.0449,Ia-91T,0.04606,0.04606,2458761.5,2458774.75,-13.25,2
ZTF19accjfgv,ZTF19accjfgv_20191004_P60_v1.ascii,53630758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9.38,0.0248,IIb,0.027,,2458760.5,2460141.46,-1380.96,0
ZTF19accjfgv,ZTF19accjfgv_20191005_P200_v1.ascii,53630760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,0,19.11,0.0254,IIb,0.027,,2458761.5,2460141.46,-1379.96,0
ZTF19accjfgv,ZTF19accjfgv_20191015_P60_v1.ascii,53630764,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6.3,0.0244,IIb,0.027,,2458771.5,2460141.46,-1369.96,0
ZTF19accjfgv,ZTF19accjfgv_20191027_Keck1_v1.ascii,53630767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,18.69,0.0255,IIb,0.027,,2458783.5,2460141.46,-1357.96,0
ZTF19accjnpz,ZTF19accjnpz_20191031_Lick_3-m_v1.ascii,53630769,0,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.01,0.0914,Ia,0.092,,2458787.5,2460157.39,-1369.89,0
ZTF19acckggd,ZTF19acckggd_20191011_P60_v1.ascii,53630772,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,0.083,Ia,0.08,,2458767.5,2460150.47,-1382.97,0
ZTF19acckjcm,ZTF19acckjcm_20191024_P200_v1.ascii,53630775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,19.38,0.0369,AGN,0.04106,0.04106,2458780.5,2458909.62,-129.12,2
ZTF19acckjsj,ZTF19acckjsj_20191005_P200_v1.ascii,53630778,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13.42,0.0311,NaN,0.02956,0.02956,2458761.5,2458748.98,12.52,2
ZTF19acckjsj,ZTF19acckjsj_20191027_Keck1_v1.ascii,53630781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,19.32,0.031,NaN,0.02956,0.02956,2458783.5,2458748.98,34.52,2
ZTF19accloxh,ZTF19accloxh_20191007_P60_v1.ascii,53630784,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,0.0486,Ia,0.04821,,2458763.5,2460147.53,-1384.03,0
ZTF19acclupd,ZTF19acclupd_20191006_P60_v1.ascii,53630786,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,0.03,Ia,0.03166,0.03166,2458762.5,2458772.6,-10.1,2
ZTF19acclxtn,ZTF19acclxtn_20191009_P60_v1.ascii,53630790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0.4039,CV,,,2458765.5,2460146.22,-1380.72,0
ZTF19acclxty,ZTF19acclxty_20191010_P60_v1.ascii,53630793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0.9471,-,,,2458766.5,2460142.16,-1375.66,0
ZTF19acclzaw,ZTF19acclzaw_20191017_P60_v1.ascii,53630794,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6.78,0.0693,Ia,0.07,,2458773.5,2460155.14,-1381.64,0
ZTF19accmboe,ZTF19accmboe_20191005_P200_v1.ascii,53630798,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.21,0.0624,Ia,0.046,,2458761.5,2460155.15,-1393.65,0
ZTF19accmxtw,ZTF19accmxtw_20191006_P60_v1.ascii,53630802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,4.95,0.0557,Ia,0.06,,2458762.5,2460153.3,-1390.8,0
ZTF19accmxtw,ZTF19accmxtw_20191006_P60_v2.ascii,53630803,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44,0.0446,Ia,0.06,,2458762.5,2460153.3,-1390.8,0
ZTF19accmxtw,ZTF19accmxtw_20191014_P60_v1.ascii,53630805,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4.9,0.0724,Ia,0.06,,2458770.5,2460153.3,-1382.8,0
ZTF19accmxtw,ZTF19accmxtw_20191018_P60_v1.ascii,53630808,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4.94,0.0595,Ia,0.06,,2458774.5,2460153.3,-1378.8,0
ZTF19accmxtw,ZTF19accmxtw_20191018_P60_v2.ascii,53630809,0,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41,0.063,Ia,0.06,,2458774.5,2460153.3,-1378.8,0
ZTF19accmxtw,ZTF19accmxtw_20191023_P60_v1.ascii,53630813,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0.0713,Ia,0.06,,2458779.5,2460153.3,-1373.8,0
ZTF19accmxtw,ZTF19accmxtw_20191023_P60_v2.ascii,53630815,0,0,0,0,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99,0.0606,Ia,0.06,,2458779.5,2460153.3,-1373.8,0
ZTF19accnzsg,ZTF19accnzsg_20191005_P200_v1.ascii,53630818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14.51,0.039,II,0.03853,0.03853,2458761.5,2458760.77,0.73,2
ZTF19accobqx,ZTF19accobqx_20191017_P60_v1.ascii,53630822,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29,0.0867,Ia,0.1,,2458773.5,2460155.15,-1381.65,0
ZTF19accobqx,ZTF19accobqx_20191017_P60_v2.ascii,53630824,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,0.0828,Ia,0.1,,2458773.5,2460155.15,-1381.65,0
ZTF19accskys,ZTF19accskys_20191010_P60_v1.ascii,53630828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,7.92,0.0714,-,,,2458766.5,2460149.53,-1383.03,0
ZTF19accstol,ZTF19accstol_20191012_P60_v1.ascii,53630830,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,0.0748,Ia,0.083,,2458768.5,2460152.51,-1384.01,0
ZTF19acctjbv,ZTF19acctjbv_20191219_P60_v1.ascii,53630833,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.06,0.026,Ia,0.02652,0.02652,2458836.5,2458853.07,-16.57,2
ZTF19acctjxg,ZTF19acctjxg_20191008_P60_v1.ascii,53630837,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0.4293,CV?,,,2458764.5,2460143.14,-1378.64,0
ZTF19acctlps,ZTF19acctlps_20191013_P60_v1.ascii,53630840,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0.2883,II,0.03877,,2458769.5,2460163.12,-1393.62,0
ZTF19acctlps,ZTF19acctlps_20191018_P60_v1.ascii,53630842,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6.36,0.0402,II,0.03877,,2458774.5,2460163.12,-1388.62,0
ZTF19acctpgd,ZTF19acctpgd_20191015_P60_v1.ascii,53630844,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0.0948,Ia,0.09,,2458771.5,2460155.22,-1383.72,0
ZTF19acctwpz,ZTF19acctwpz_20191005_P60_v1.ascii,53630847,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05,0.6596,II,0.029,,2458761.5,2460144.21,-1382.71,0
ZTF19acctwpz,ZTF19acctwpz_20191006_LT_v1.ascii,53630848,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.39,1.1284,II,0.029,,2458762.5,2460144.21,-1381.71,0
ZTF19acctwpz,ZTF19acctwpz_20191006_P60_v1.ascii,53630854,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4.18,0.1607,II,0.029,,2458762.5,2460144.21,-1381.71,0
ZTF19acctwpz,ZTF19acctwpz_20191008_Lick_3-m_v1.ascii,53630856,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0.2783,II,0.029,,2458764.5,2460144.21,-1379.71,0
ZTF19acctwpz,ZTF19acctwpz_20191009_FTN_v1.ascii,53630859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4.92,0.436,II,0.029,,2458765.5,2460144.21,-1378.71,0
ZTF19acctwpz,ZTF19acctwpz_20191009_LT_v1.ascii,53630862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0.3019,II,0.029,,2458765.5,2460144.21,-1378.71,0
ZTF19acctwpz,ZTF19acctwpz_20191011_P60_v1.ascii,53630864,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0.6111,II,0.029,,2458767.5,2460144.21,-1376.71,0
ZTF19acctwpz,ZTF19acctwpz_20191012_P60_v1.ascii,53630868,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.45,0.201,II,0.029,,2458768.5,2460144.21,-1375.71,0
ZTF19acctwpz,ZTF19acctwpz_20191014_LT_v1.ascii,53630870,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,0.2923,II,0.029,,2458770.5,2460144.21,-1373.71,0
ZTF19acctwpz,ZTF19acctwpz_20191017_P60_v1.ascii,53630874,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0.3113,II,0.029,,2458773.5,2460144.21,-1370.71,0
ZTF19acctwpz,ZTF19acctwpz_20191019_LT_v1.ascii,53630877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5.72,0.0271,II,0.029,,2458775.5,2460144.21,-1368.71,0
ZTF19acctwpz,ZTF19acctwpz_20191022_NOT_v1.ascii,53630878,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8.75,0.0315,II,0.029,,2458778.5,2460144.21,-1365.71,0
ZTF19acctwpz,ZTF19acctwpz_20191026_P60_v1.ascii,53630880,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4.89,0.0373,II,0.029,,2458782.5,2460144.21,-1361.71,0
ZTF19acctwpz,ZTF19acctwpz_20191104_P60_v1.ascii,53630883,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5.13,0.0587,II,0.029,,2458791.5,2460144.21,-1352.71,0
ZTF19acctwpz,ZTF19acctwpz_20191115_P60_v1.ascii,53630885,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.9,0.2917,II,0.029,,2458802.5,2460144.21,-1341.71,0
ZTF19acctwpz,ZTF19acctwpz_20191119_P60_v1.ascii,53630888,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.41,0.1599,II,0.029,,2458806.5,2460144.21,-1337.71,0
ZTF19acctwpz,ZTF19acctwpz_20191201_LT_v1.ascii,53630891,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,7.68,0.3054,II,0.029,,2458818.5,2460144.21,-1325.71,0
ZTF19acctwpz,ZTF19acctwpz_20200127_P200_v1.ascii,53630894,0,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19,0.0396,II,0.029,,2458875.5,2460144.21,-1268.71,0
ZTF19accuyyg,ZTF19accuyyg_20191012_P60_v1.ascii,53630897,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0.0766,Ia,0.08,,2458768.5,2460153.35,-1384.85,0
ZTF19accvilj,ZTF19accvilj_20191014_P60_v1.ascii,53630898,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0.1,-,,,2458770.5,2460155.16,-1384.66,0
ZTF19acdabep,ZTF19acdabep_20191012_P60_v1.ascii,53630902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,14.36,0.0104,Ib,0.0305,,2458768.5,2460155.55,-1387.05,0
ZTF19acdabep,ZTF19acdabep_20191019_P60_v1.ascii,53630905,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0.0339,Ib,0.0305,,2458775.5,2460155.55,-1380.05,0
ZTF19acdabep,ZTF19acdabep_20191024_P200_v1.ascii,53630908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,0,0,7.64,0.0308,Ib,0.0305,,2458780.5,2460155.55,-1375.05,0
ZTF19acdabep,ZTF19acdabep_20191028_P200_v4.ascii,53630911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,7.23,0.3534,Ib,0.0305,,2458784.5,2460155.55,-1371.05,0
ZTF19acdabep,ZTF19acdabep_20191105_P200_v1.ascii,53630916,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0.0334,Ib,0.0305,,2458792.5,2460155.55,-1363.05,0
ZTF19acdabep,ZTF19acdabep_20200219_Keck1_v1.ascii,53630920,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,5.95,0.4167,Ib,0.0305,,2458898.5,2460155.55,-1257.05,0
ZTF19acdacji,ZTF19acdacji_20191012_P60_v1.ascii,53630924,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0.2701,CV,,,2458768.5,2460582.44,-1813.94,0
ZTF19acdakjs,ZTF19acdakjs_20191022_P60_v1.ascii,53630929,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,0.0904,-,0.0812,,2458778.5,2460158.54,-1380.04,0
ZTF19acdcgqm,ZTF19acdcgqm_20191016_P60_v1.ascii,53630932,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5.84,0.2668,-,,,2458772.5,2460156.18,-1383.68,0
ZTF19acddkbj,ZTF19acddkbj_20191007_P60_v1.ascii,53630936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0.4191,-,,,2458763.5,2460145.23,-1381.73,0
ZTF19acdgeow,ZTF19acdgeow_20191020_P60_v1.ascii,53630938,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0.0577,-,,,2458776.5,2460161.35,-1384.85,0
ZTF19acdgwhq,ZTF19acdgwhq_20191018_P60_v1.ascii,53630940,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,0.0163,Ia,0.02859,,2458774.5,2460167.32,-1392.82,0
ZTF19acdigzw,ZTF19acdigzw_20191021_P60_v1.ascii,53630943,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,5.52,0.0536,-,,,2458777.5,2460159.32,-1381.82,0
ZTF19acdigzw,ZTF19acdigzw_20191021_P60_v2.ascii,53630945,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5.81,0.1155,-,,,2458777.5,2460159.32,-1381.82,0
ZTF19acdihrz,ZTF19acdihrz_20191008_P60_v1.ascii,53630951,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0.072,Ia,0.066,,2458764.5,2460157.39,-1392.89,0
ZTF19acdihrz,ZTF19acdihrz_20191018_P60_v1.ascii,53630952,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71,0.0659,Ia,0.066,,2458774.5,2460157.39,-1382.89,0
ZTF19acdihrz,ZTF19acdihrz_20191019_LT_v1.ascii,53630955,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.01,0.0673,Ia,0.066,,2458775.5,2460157.39,-1381.89,0
ZTF19acdisjm,ZTF19acdisjm_20191011_P60_v1.ascii,53630956,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04,0.0565,Ia,0.05712,,2458767.5,2460152.43,-1384.93,0
ZTF19acdjfbg,ZTF19acdjfbg_20191011_P60_v1.ascii,53630957,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0.2956,-,,,2458767.5,2460151.51,-1384.01,0
ZTF19acdjiml,ZTF19acdjiml_20191011_P60_v1.ascii,53630961,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0.0988,Ia,0.1,,2458767.5,2460151.5,-1384.0,0
ZTF19acdjiml,ZTF19acdjiml_20191012_P60_v1.ascii,53630963,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0.1135,Ia,0.1,,2458768.5,2460151.5,-1383.0,0
ZTF19acdkzxk,ZTF19acdkzxk_20191017_P60_v1.ascii,53630968,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,10.4,0.3206,II,0.033,,2458773.5,2460158.55,-1385.05,0
ZTF19acdkzxk,ZTF19acdkzxk_20191017_P60_v2.ascii,53630969,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9.61,0.1107,II,0.033,,2458773.5,2460158.55,-1385.05,0
ZTF19acdkzxk,ZTF19acdkzxk_20191020_P60_v1.ascii,53630971,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6.4,0.0377,II,0.033,,2458776.5,2460158.55,-1382.05,0
ZTF19acdlaer,ZTF19acdlaer_20191026_P60_v1.ascii,53630973,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4.45,0.0421,Ia,0.04432,0.04432,2458782.5,2458764.02,18.48,2
ZTF19acdlaer,ZTF19acdlaer_20191029_P60_v1.ascii,53630976,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0.3057,Ia,0.04432,0.04432,2458785.5,2458764.02,21.48,2
ZTF19acdlaer,ZTF19acdlaer_20191105_P200_v1.ascii,53630979,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62,0.0438,Ia,0.04432,0.04432,2458792.5,2458764.02,28.48,2
